Node1,Node2,Co-occurrence,Strength,NetworkPass1,Order,NetworkPass2Node1,NetworkPass2Node2
Analytic,Python,1,8.87E-04,0,0,0,0
GO,Database,1,0.006410256,0,0,0,0
ProjectManagement,Visio,1,0.083333336,0,0,0,0
Analyst,Analytic,2,8.68E-05,0,0,0,0
Analyst,Visio,1,0.002040816,0,0,0,0
Analysis,Statistics,1,0.001257862,0,0,0,0
Development,Analytic,1,9.50E-05,0,0,0,0
Development,Visio,1,0.008928572,3,0,0,0
Statistics,Finance,1,0.00203252,0,0,0,0
Database,Modeling,1,0.003846154,0,0,1,1
Excel,Database,1,0.001282051,0,0,0,0
Analysis,Developer,1,2.10E-04,0,0,0,0
Excel,Monitoring,1,0.001960784,0,0,0,0
Development,C++,1,0.002232143,0,0,0,0
Analyst,Design,2,1.28E-04,0,0,0,0
Excel,SAS,1,6.94E-04,0,0,0,0
Analysis,GO,1,6.29E-04,0,0,0,0
Design,ProjectManagement,2,0.005208333,1,2,0,0
Excel,Finance,1,2.03E-04,0,0,0,0
Statistics,Database,1,0.012820513,0,0,0,0
Finance,Modeling,1,6.10E-04,0,0,0,0
SQL,DataAnalysis,1,0.00462963,0,0,0,0
Visio,PerformanceTesting,1,1,0,0,0,0
Analyst,C++,1,5.10E-04,0,0,0,0
Development,Design,1,1.40E-04,0,0,0,0
C++,Python,1,0.020833334,4,0,0,0
Excel,Analysis,3,0.001132075,0,0,1,1
SAS,GO,1,0.003472222,0,0,0,0
Analysis,Modeling,1,3.77E-04,0,0,0,0
Finance,VBA,1,0.00203252,0,0,0,0
Analyst,DataAnalysis,1,6.80E-04,0,0,0,0
Analysis,Reporting,3,2.52E-04,0,0,0,0
Monitoring,VBA,1,0.019607844,0,0,0,0
DataAnalysis,ProjectManagement,1,0.027777778,0,0,0,0
Programming,Finance,1,6.10E-04,0,0,0,0
SQL,Design,2,8.68E-04,0,0,0,0
SAS,MsOffice,1,0.003472222,0,0,0,0
Reporting,Finance,1,4.52E-05,0,0,0,0
Development,DataAnalysis,1,0.002976191,0,0,0,0
Analysis,VBA,1,0.001257862,0,0,0,0
Analysis,MsOffice,1,6.29E-04,0,0,0,0
Reporting,Monitoring,1,4.36E-04,0,0,0,0
Analyst,RiskManagement,1,1.36E-04,0,0,0,0
Programming,Analysis,1,3.77E-04,0,0,0,0
SAS,Reporting,1,1.54E-04,0,0,0,0
SQL,Visio,1,0.013888889,0,0,0,0
DataAnalysis,PerformanceTesting,1,0.333333343,0,0,0,0
Reporting,Database,1,2.85E-04,0,0,0,0
Development,Security,1,0.001488095,0,0,1,1
Design,Administrator,1,0.0015625,0,0,0,0
Database,MsOffice,1,0.006410256,0,0,0,0
Programming,Database,1,0.003846154,0,0,0,0
Analyst,Security,1,3.40E-04,0,0,0,0
Security,Python,1,0.013888889,0,0,0,0
Excel,Visio,1,0.033333335,0,0,0,0
Development,Database,1,3.43E-04,0,0,0,0
Statistics,C++,1,0.083333336,0,0,0,0
Design,Developer,1,8.68E-04,0,0,0,0
Analytic,Modeling,1,0.00106383,0,0,0,0
Programming,Security,1,0.016666668,0,0,0,0
Analyst,Database,2,3.14E-04,2,2,0,0
Analysis,PerformanceTesting,1,0.003773585,0,0,0,0
Database,Python,1,0.003205128,0,0,0,0
Database,ProjectManagement,1,0.003205128,0,0,0,0
SAS,ProjectManagement,1,0.001736111,0,0,0,0
Visio,Developer,1,0.055555556,0,0,0,0
Analyst,Finance,2,4.98E-05,0,0,0,0
Development,Analysis,2,1.35E-04,0,0,0,0
Finance,Python,1,5.08E-04,0,0,0,0
Reporting,RiskManagement,1,4.94E-04,0,0,0,0
Analyst,Monitoring,1,1.20E-04,0,0,0,0
Excel,Design,2,0.002083333,0,0,0,0
SAS,Analyst,1,4.25E-05,0,0,0,0
Development,Finance,1,5.44E-05,0,0,0,0
Analysis,Python,1,3.14E-04,0,0,0,0
Analyst,Analysis,5,1.93E-04,0,0,0,0
Design,GO,1,0.002604167,0,0,0,0
RiskManagement,VBA,1,0.022222223,0,0,0,0
C++,Modeling,1,0.025,0,0,0,0
Analysis,ProjectManagement,2,0.001257862,0,0,1,1
Analytic,Statistics,1,0.003546099,0,0,0,0
